Account,PageNumber,Date,Detalhes,Debit,Credit,Balance
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,86,23 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,44.90
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,86,23 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,,2.50,47.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,24 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,52.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,24 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,62.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,25 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,67.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,26 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,72.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,27 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,77.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,28 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,82.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,29 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,87.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,29 Apr 2025,Pocket Withdrawal,,50.00,37.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,29 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,,4.30,41.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,29 Apr 2025,Pocket Withdrawal,,40.00,1.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,29 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,,4.00,5.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,30 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,10.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,1 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,15.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,2 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,20.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,3 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,25.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,4 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,30.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,5 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,35.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,6 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,40.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,7 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,45.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,8 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,50.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,9 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,55.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,10 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,60.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,11 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,65.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,11 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,0.10,65.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,12 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,70.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,13 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,75.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,13 May 2025,Pocket Withdrawal,,50.00,25.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,14 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,30.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,87,15 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,35.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,15 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,45.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,15 May 2025,Pocket Withdrawal,,20.00,25.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,15 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,35.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,16 May 2025,Pocket Withdrawal,,35.00,0.80
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,16 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,9.90,10.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,16 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,15.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,18 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,4.80,20.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,21 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,1.70,22.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,21 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,27.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,22 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,32.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,22 May 2025,Pocket Withdrawal,,32.00,0.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,23 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,5.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,24 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,10.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,25 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,15.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,25 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,25.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,25 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,30.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,26 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,35.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,26 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,45.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,27 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,50.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,28 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,55.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,29 May 2025,Pocket Withdrawal,,55.00,0.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,29 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,10.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,29 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,2.50,12.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,30 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,17.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,30 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,27.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,31 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,32.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,31 May 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,42.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,1 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,47.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,88,1 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,0.90,48.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,2 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,53.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,2 Jun 2025,Pocket Withdrawal,,10.00,43.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,3 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,1.70,45.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,3 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,50.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,4 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,55.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,5 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,60.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,5 Jun 2025,Pocket Withdrawal,,60.00,0.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,5 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,10.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,5 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,20.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,5 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,9.80,30.10
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,7 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,40.10
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,7 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,45.10
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,8 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,50.10
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,8 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.30,55.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,9 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,60.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,9 Jun 2025,Pocket Withdrawal,,30.00,30.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,10 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,35.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,12 Jun 2025,Pocket Withdrawal,,35.00,0.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,12 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,9.90,10.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,12 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,15.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,13 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,20.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,13 Jun 2025,Pocket Withdrawal,,20.00,0.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,16 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,5.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,16 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,10.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,17 Jun 2025,From Holiday,,10.00,20.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,17 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,25.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,18 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,35.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,18 Jun 2025,Pocket Withdrawal,,15.00,20.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,89,18 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,25.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,19 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,30.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,19 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,40.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,20 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,45.30
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,20 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,0.10,45.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,20 Jun 2025,Pocket Withdrawal,,10.00,35.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,21 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,40.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,22 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,45.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,22 Jun 2025,Pocket Withdrawal,,35.00,10.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,23 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,15.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,23 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.10,20.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,24 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,30.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,25 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,35.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,26 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,40.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,26 Jun 2025,Pocket Withdrawal,,30.00,10.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,26 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,20.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,26 Jun 2025,Pocket Withdrawal,,10.00,10.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,27 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,15.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,28 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,20.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,28 Jun 2025,Pocket Withdrawal,,10.00,10.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,30 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,20.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,30 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,25.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,1 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,30.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,3 Jul 2025,Pocket Withdrawal,,20.00,10.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,3 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,3.10,13.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,3 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,18.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,3 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,23.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,4 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,28.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,5 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,33.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,90,5 Jul 2025,Pocket Withdrawal,,23.00,10.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,6 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,9.50,20.10
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,6 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,25.10
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,30.10
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,8.50,38.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,43.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,Pocket Withdrawal,,30.00,13.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,3.00,16.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,2.50,19.10
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,24.10
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,3.50,27.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,32.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,42.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,0.10,42.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,1.50,44.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,Pocket Withdrawal,,34.00,10.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,3.50,13.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,8 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,18.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,8 Jul 2025,Pocket Withdrawal,,8.00,10.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,8 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,3.00,13.70
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,8 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,6.50,20.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,8 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,3.00,23.20
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,8 Jul 2025,Pocket Withdrawal,,13.20,10.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,13 Jul 2025,To EUR,,10.00,0.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,91,30 Mar 2025,To Instant Access Savings €5.00,,5.00,5.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,30 Mar 2025,To Instant Access Savings,,50.00,55.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,30 Mar 2025,To Instant Access Savings,,5.00,60.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,31 Mar 2025,To Instant Access Savings,,5.00,65.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,1 Apr 2025,To Instant Access Savings,,5.00,70.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,2 Apr 2025,To Instant Access Savings,,5.00,75.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,3 Apr 2025,Interest earned - Instant Access Savings,,0.01,75.01
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,3 Apr 2025,To Instant Access Savings,,5.00,80.01
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,4 Apr 2025,To Instant Access Savings,,5.00,85.01
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,5 Apr 2025,Interest earned - Instant Access Savings,,0.01,85.02
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,5 Apr 2025,To Instant Access Savings,,5.00,90.02
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,6 Apr 2025,To Instant Access Savings,,5.00,95.02
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,7 Apr 2025,Interest earned - Instant Access Savings,,0.01,95.03
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,7 Apr 2025,To Instant Access Savings,,50.00,145.03
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,7 Apr 2025,To Instant Access Savings,,5.00,150.03
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,8 Apr 2025,To Instant Access Savings,,5.00,155.03
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,9 Apr 2025,Interest earned - Instant Access Savings,,0.00,155.03
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,9 Apr 2025,To Instant Access Savings,,5.00,160.03
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,10 Apr 2025,Interest earned - Instant Access Savings,,0.01,160.04
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,10 Apr 2025,To Instant Access Savings,,5.00,165.04
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,11 Apr 2025,Interest earned - Instant Access Savings,,0.01,165.05
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,11 Apr 2025,To Instant Access Savings,,5.00,170.05
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,12 Apr 2025,Interest earned - Instant Access Savings,,0.00,170.05
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,12 Apr 2025,To Instant Access Savings,,5.00,175.05
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,13 Apr 2025,Interest earned - Instant Access Savings,,0.01,175.06
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,13 Apr 2025,To Instant Access Savings,,5.00,180.06
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,14 Apr 2025,To Instant Access Savings,,5.00,185.06
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,15 Apr 2025,Interest earned - Instant Access Savings,,0.01,185.07
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,15 Apr 2025,To Instant Access Savings,,5.00,190.07
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,92,16 Apr 2025,Interest earned - Instant Access Savings,,0.00,190.07
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,16 Apr 2025,To Instant Access Savings,,5.00,195.07
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,17 Apr 2025,Interest earned - Instant Access Savings,,0.01,195.08
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,17 Apr 2025,To Instant Access Savings,,5.00,200.08
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,18 Apr 2025,Interest earned - Instant Access Savings,,0.01,200.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,18 Apr 2025,To Instant Access Savings,,5.00,205.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,19 Apr 2025,Interest earned - Instant Access Savings,,0.00,205.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,19 Apr 2025,To Instant Access Savings,,5.00,210.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,20 Apr 2025,Interest earned - Instant Access Savings,,0.01,210.10
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,20 Apr 2025,To Instant Access Savings,,5.00,215.10
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,21 Apr 2025,Interest earned - Instant Access Savings,,0.01,215.11
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,22 Apr 2025,Interest earned - Instant Access Savings,,0.01,215.12
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,22 Apr 2025,To Instant Access Savings,,5.00,220.12
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,23 Apr 2025,Interest earned - Instant Access Savings,,0.01,220.13
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,93,23 Apr 2025,To Instant Access Savings,,5.00,225.13
